energy,intensity
-1.1164874551971327,0.05337020650960872
-1.0913978494623655,0.05563103683488338
-1.0663082437275984,0.06042741653069732
-1.0412186379928317,0.07822586463986489
-1.0161290322580645,0.06376277767755238
-0.9910394265232974,0.07148114801837754
-0.9659498207885302,0.09321821717253091
-0.9408602150537635,0.075207906750116
-0.9157706093189963,0.0904675353066529
-0.8906810035842292,0.07286013362392763
-0.8655913978494625,0.08439109530852194
-0.8405017921146953,0.07863115073162778
-0.8154121863799282,0.08955646813194777
-0.790322580645161,0.10775631614650902
-0.7652329749103943,0.08148185153038578
-0.7401433691756272,0.11248251588898626
-0.71505376344086,0.115735458458831
-0.6899641577060933,0.11194690306629149
-0.6648745519713262,0.10852208596507418
-0.639784946236559,0.1341604225237946
-0.6146953405017919,0.13499512617997536
-0.5896057347670252,0.1528348265882555
-0.564516129032258,0.15963628388739226
-0.5394265232974909,0.18855488813953045
-0.5143369175627237,0.17703137489351034
-0.489247311827957,0.17877680662758358
-0.46415770609318985,0.20491673623831758
-0.4390681003584227,0.2176224734912272
-0.413978494623656,0.24397221551648615
-0.38888888888888884,0.2507708852679765
-0.3637992831541217,0.25846835044070704
-0.33870967741935454,0.2854673461828893
-0.31362007168458783,0.26758399940676963
-0.2885304659498207,0.28826635266526207
-0.26344086021505353,0.299005172337107
-0.23835125448028682,0.31964956313748644
-0.21326164874551967,0.32197267178511163
-0.18817204301075252,0.3601883570416205
-0.16308243727598537,0.3638344189706372
-0.13799283154121866,0.362608678462226
-0.11290322580645151,0.3816237125904646
-0.08781362007168436,0.4109046494246422
-0.06272401433691766,0.430309716501715
-0.037634408602150504,0.45711498162041103
-0.012544802867383353,0.48084812045748515
0.012544802867383797,0.4634639365578824
0.037634408602150504,0.45919266073760423
0.06272401433691766,0.4581489306485536
0.0878136200716848,0.4998782569518827
0.11290322580645196,0.5003564037486694
0.13799283154121866,0.5194352318368712
0.16308243727598581,0.5327290823796491
0.18817204301075297,0.5560535816561094
0.21326164874551967,0.5911181068170038
0.23835125448028682,0.6048930954394625
0.263440860215054,0.6313958936080826
0.2885304659498211,0.6586256501892889
0.31362007168458783,0.6983538973642307
0.338709677419355,0.7720888485912952
0.36379928315412213,0.851393008566391
0.38888888888888884,0.9645066900500783
0.413978494623656,1.0554491823683783
0.43906810035842314,1.1972473773097203
0.4641577060931903,1.3327612084582159
0.489247311827957,1.4990356510284273
0.5143369175627246,1.6949135023488706
0.5394265232974913,1.9041619431037902
0.564516129032258,2.1471693994235146
0.5896057347670256,2.3047298480522054
0.6146953405017923,2.475721776378832
0.639784946236559,2.5355008329757562
0.6648745519713266,2.549123443987244
0.6899641577060933,2.4472162611573127
0.71505376344086,2.2799706925695054
0.7401433691756276,2.084065548456984
0.7652329749103943,1.8676693383601617
0.790322580645161,1.6768104962684203
0.8154121863799286,1.4765072332207594
0.8405017921146953,1.2972663720350657
0.8655913978494629,1.1481998114405578
0.8906810035842296,1.0389948981085566
0.9157706093189963,0.9501702542321494
0.9408602150537639,0.8466141299356387
0.9659498207885306,0.7736722723970457
0.9910394265232974,0.7233597403003065
1.016129032258065,0.6923503054210323
1.0412186379928317,0.6456123397996455
1.0663082437275984,0.6118151600801492
1.091397849462366,0.6094980107292827
1.1164874551971327,0.5851408522825254
1.1415770609318994,0.5854001075020787
1.166666666666667,0.5585251655058773
1.1917562724014337,0.5327666357562254
1.2168458781362013,0.523522774273048
1.241935483870968,0.5532714138879528
1.2670250896057347,0.5484845115464639
1.2921146953405023,0.5206502851978341
1.317204301075269,0.5137591751040628
1.3422939068100357,0.5319103081707811
1.3673835125448033,0.4974998940101245
1.39247311827957,0.49680197450895575
1.4175627240143367,0.5123123156220374
1.4426523297491043,0.4971741717263107
1.467741935483871,0.4993978421180759
1.4928315412186386,0.4952546124102363
1.5179211469534053,0.49920771871729347
1.543010752688172,0.5101522859240026
1.5681003584229396,0.49260299834041554
1.5931899641577063,0.49762965386667857
1.618279569892473,0.4638066122674403
1.6433691756272406,0.48643872581709136
1.6684587813620073,0.4756174694395467
1.693548387096774,0.4699125715715263
1.7186379928315416,0.47288380035361277
1.7437275985663083,0.47836952048605563
1.768817204301075,0.4923949070406627
1.7939068100358426,0.46457443613733385
1.8189964157706093,0.48000267710832706
1.844086021505377,0.47302129032953316
1.8691756272401436,0.47414359456608207
1.8942652329749103,0.48939748937706334
1.919354838709678,0.4831514881126815
1.9444444444444446,0.49211049574793575
1.9695340501792113,0.47361038058266375
1.994623655913979,0.4665484404397918
2.0197132616487457,0.4716790048777167
2.0448028673835124,0.4767689716221265
2.06989247311828,0.4754977961103358
2.0949820788530467,0.45991059934275524
2.1200716845878134,0.4735762838749706
2.145161290322581,0.474817614190894
2.1702508960573477,0.5018969751250022
2.1953405017921153,0.49383651482959623
2.220430107526882,0.46072006646283403
2.2455197132616487,0.4671714311555262
2.2706093189964163,0.4527352144901304
2.295698924731183,0.46289904212352234
2.3207885304659497,0.47347946097392485
2.3458781362007173,0.48387999367680373
2.370967741935484,0.46039043235443383
2.3960573476702507,0.4610308241149945
2.4211469534050183,0.44286507416004994
2.446236559139785,0.46644273757488086
2.4713261648745526,0.45541761362875566
2.4964157706093193,0.4615943269217889
2.521505376344086,0.4572149573310945
2.5465949820788536,0.4664040446784758
2.5716845878136203,0.4462481631285305
2.596774193548387,0.4495494737074897
2.6218637992831546,0.4925251283593735
2.6469534050179213,0.45135192402208435
2.672043010752688,0.45347275895186595
2.6971326164874556,0.48851639101681854
2.7222222222222223,0.5011792406300905
2.747311827956989,0.45211013235389125
2.7724014336917566,0.4616056771423506
2.7974910394265233,0.4699840581443504
2.822580645161291,0.4864952568367633
2.8476702508960576,0.4537786456623656
2.8727598566308243,0.4625519910866796
2.897849462365592,0.47470192827847024
2.9229390681003586,0.47047359866414334
2.9480286738351253,0.46062886613460613
2.973118279569893,0.4634268391157634
2.9982078853046596,0.4484274293939048
3.0232974910394264,0.46196490151658254
3.048387096774194,0.46152634862505776
3.0734767025089607,0.4674121227809266
3.0985663082437283,0.4578681920824645
3.123655913978495,0.4700994462842999
3.1487455197132617,0.47650515740164645
3.1738351254480293,0.4661319144493059
3.198924731182796,0.46840454398888987
3.2240143369175627,0.46474044865605146
3.2491039426523303,0.46402503522912014
3.274193548387097,0.4552889969271764
3.2992831541218637,0.46767144435173263
3.3243727598566313,0.4626339631344623
3.349462365591398,0.4888493041756672
3.3745519713261647,0.4825433457976804
3.3996415770609323,0.4682268990234874
3.424731182795699,0.45437549191145776
3.4498207885304666,0.45012040003467324
3.4749103942652333,0.4777018730532292
3.5,0.46650157093418765
